,frame_idx,x,y,width,height,is_bball
3594,1780,421,418.0,14,18,False
3595,1781,382,481.0,25,40,False
3596,1781,413,441.0,72,103,False
3597,1782,373,513.0,24,22,False
3598,1782,422,496.0,49,48,False
3599,1782,400,443.0,50,57,False
3600,1783,365,530.0,24,14,False
3601,1783,395,439.0,51,96,False
3602,1784,362,530.0,19,14,False
3603,1784,389,434.0,69,110,False
3604,1784,391,404.0,22,29,False
3605,1785,355,523.0,24,21,False
3606,1785,382,432.0,72,112,False
3607,1786,352,512.0,22,22,False
3608,1786,374,428.0,75,116,False
3609,1787,349,433.0,97,111,False
3610,1787,374,417.0,21,13,False
3611,1788,369,450.0,13,27,False
3612,1788,344,434.0,96,110,False
3613,1788,372,418.0,13,14,False
3614,1789,342,486.0,16,17,False
3615,1789,364,453.0,13,19,False
3616,1789,363,437.0,69,107,False
3617,1790,364,502.0,62,42,False
3618,1790,338,476.0,20,16,False
3619,1790,358,455.0,11,16,False
3620,1790,384,441.0,17,49,False
3621,1791,336,442.0,76,102,False
3622,1791,355,415.0,14,19,False
3623,1792,368,518.0,32,17,False
3624,1792,332,442.0,51,50,False
3625,1793,325,440.0,49,77,False
3626,1794,320,437.0,49,107,False
3627,1794,336,397.0,14,30,False
3628,1795,314,396.0,49,148,False
3629,1796,305,489.0,73,55,False
3630,1796,306,396.0,38,77,False
3631,1797,292,487.0,86,57,False
3632,1797,298,433.0,39,34,False
3633,1797,307,397.0,19,21,False
3634,1798,280,478.0,90,66,False
3635,1798,290,434.0,40,38,False
3636,1798,300,390.0,19,29,False
3637,1799,272,485.0,93,59,False
3638,1799,283,437.0,38,36,False
3639,1799,292,393.0,22,27,False
3640,1800,268,486.0,89,58,False
3641,1800,280,438.0,33,32,False
3642,1800,285,397.0,20,17,False
3643,1801,278,503.0,67,41,False
3644,1801,274,438.0,33,36,False
3645,1801,281,400.0,19,13,False
3646,1802,270,504.0,62,40,False
3647,1802,276,467.0,15,11,False
3648,1803,259,500.0,59,44,False
3649,1803,265,436.0,23,43,False
3650,1804,285,525.0,19,19,False
3651,1804,258,499.0,25,25,False
3652,1804,265,463.0,24,16,False
3653,1804,238,431.0,33,23,False
3654,1804,264,398.0,19,24,False
3655,1805,267,494.0,22,50,False
3656,1805,253,432.0,39,47,False
3657,1806,248,455.0,39,44,False
3658,1806,231,432.0,25,19,False
3659,1806,258,382.0,11,20,False
3660,1807,243,488.0,26,56,False
3661,1807,266,453.0,14,18,False
3662,1808,238,513.0,32,31,False
3663,1808,255,457.0,21,16,False
3664,1809,228,510.0,39,34,False
3665,1809,259,454.0,12,18,False
3666,1810,229,511.0,35,33,False
3667,1810,250,450.0,19,20,False
3668,1810,225,416.0,14,37,False
3669,1811,223,493.0,37,51,False
3670,1811,217,419.0,39,53,False
3671,1812,227,515.0,27,29,False
3672,1812,215,430.0,40,75,False
3673,1812,258,411.0,10,35,False
3674,1813,207,414.0,59,130,False
3675,1814,205,432.0,56,112,False
3676,1815,221,506.0,24,38,False
3677,1815,235,444.0,21,27,False
3678,1815,197,431.0,15,49,False
3679,1816,195,507.0,14,28,False
3680,1816,238,442.0,14,18,False
3681,1816,189,429.0,19,73,False
3682,1817,194,514.0,10,30,False
3683,1817,237,431.0,14,22,False
3684,1817,185,428.0,17,65,False
3685,1817,221,375.0,16,13,False
3686,1818,185,528.0,10,16,False
3687,1818,222,514.0,28,30,False
3688,1818,178,425.0,20,46,False
3689,1818,218,373.0,20,16,False
3690,1819,176,516.0,11,28,False
3691,1819,224,497.0,28,29,False
3692,1819,171,422.0,27,49,False
3693,1819,212,373.0,26,13,False
3694,1820,169,511.0,19,33,False
3695,1820,226,453.0,29,57,False
3696,1820,164,446.0,9,18,False
3697,1821,228,440.0,29,56,False
3698,1821,158,440.0,8,21,False
3699,1821,175,401.0,9,20,False
3700,1822,202,529.0,10,15,False
3701,1822,151,436.0,9,22,False
3702,1822,230,435.0,28,49,False
3703,1823,154,486.0,57,58,False
3704,1823,232,435.0,29,36,False
3705,1823,144,411.0,30,49,False
3706,1824,177,489.0,28,55,False
3707,1824,131,437.0,13,24,False
3708,1824,242,425.0,15,27,False
3709,1825,184,500.0,18,19,False
3710,1826,135,438.0,9,24,False
3711,1827,134,432.0,17,33,False
3712,1828,142,427.0,17,36,False
3713,1828,190,362.0,28,14,False
3714,1829,149,419.0,21,43,False
3715,1829,193,360.0,24,15,False
3716,1830,155,400.0,27,59,False
3717,1831,206,419.0,18,13,False
3718,1831,160,401.0,31,56,False
3719,1832,166,413.0,64,42,False
3720,1833,168,403.0,73,51,False
3721,1834,195,424.0,41,26,False
3722,1834,167,398.0,17,27,False
3723,1835,167,486.0,31,31,False
3724,1835,203,426.0,32,20,False
3725,1835,168,406.0,19,19,False
3726,1835,178,369.0,18,24,False
3727,1836,169,491.0,16,30,False
3728,1836,200,433.0,30,25,False
3729,1837,159,484.0,28,22,False
3730,1838,163,485.0,9,20,False
3731,1839,181,410.0,14,26,False
3732,1840,130,524.0,39,20,False
3733,1840,182,405.0,29,36,False
3734,1840,200,353.0,22,14,False
3735,1841,138,522.0,32,22,False
3736,1841,183,400.0,39,46,False
3737,1841,194,347.0,28,33,False
3738,1842,147,529.0,23,15,False
3739,1842,184,395.0,35,49,False
3740,1842,205,343.0,21,18,False
3741,1844,172,528.0,10,16,False
3742,1845,178,531.0,12,13,False
3743,1846,177,529.0,19,15,False
3744,1846,207,427.0,15,10,False
3745,1846,181,391.0,20,10,False
3746,1847,180,530.0,18,14,False
3747,1847,205,425.0,22,15,False
3748,1847,181,392.0,20,14,False
3749,1847,205,348.0,27,22,False
3750,1848,199,427.0,25,20,False
3751,1848,182,393.0,21,32,False
3752,1848,201,344.0,33,39,False
3753,1849,182,351.0,53,102,False
3754,1850,182,356.0,55,103,False
3755,1851,187,360.0,50,100,False
3756,1852,204,449.0,20,20,False
3757,1852,188,416.0,18,27,False
3758,1852,210,364.0,20,29,False
3759,1853,207,452.0,30,18,False
3760,1854,205,442.0,26,36,False
3761,1855,201,440.0,53,45,False
3762,1856,199,421.0,63,56,False
3763,1857,202,420.0,70,46,False
3764,1858,206,419.0,70,32,False
3765,1858,210,364.0,14,28,False
3766,1859,210,403.0,74,36,False
3767,1859,209,374.0,14,16,False
3768,1860,215,386.0,68,45,False
3769,1861,220,371.0,56,52,False
3770,1862,223,359.0,52,56,False
3771,1863,227,349.0,42,60,False
3772,1864,228,366.0,36,34,False
3773,1865,199,336.0,61,61,False
3774,1866,198,327.0,52,61,False
3775,1867,197,509.0,23,20,False
3776,1867,197,321.0,57,63,False
3777,1868,207,500.0,12,24,False
3778,1868,196,310.0,59,73,False
3779,1869,170,523.0,27,21,False
3780,1869,196,300.0,60,71,False
3781,1870,170,532.0,41,12,False
3782,1870,196,271.0,72,86,False
3783,1871,173,535.0,21,9,False
3784,1871,201,317.0,35,35,False
3785,1871,255,248.0,28,30,True
3786,1872,178,532.0,16,12,False
3787,1872,267,225.0,29,30,True
3788,1873,278,205.0,31,30,True
3789,1874,184,531.0,15,13,False
3790,1874,292,186.0,29,29,True
3791,1875,185,528.0,28,16,False
3792,1875,305,167.0,29,30,True
3793,1876,186,528.0,30,16,False
3794,1876,317,150.0,30,30,True
3795,1877,187,532.0,31,12,False
3796,1877,198,316.0,36,28,False
3797,1877,330,135.0,29,29,True
3798,1878,199,321.0,37,35,False
3799,1878,342,120.0,28,31,True
3800,1879,197,327.0,37,38,False
3801,1879,353,109.0,29,29,True
3802,1880,198,332.0,38,38,False
3803,1880,365,96.0,28,30,True
3804,1881,218,346.0,19,20,False
3805,1881,377,85.0,28,29,True
3806,1882,236,325.0,14,14,False
3807,1882,402,68.0,26,28,True
3808,1883,411,61.0,27,28,True
3809,1884,421,54.0,29,28,True
3810,1885,433,50.0,29,27,True
3811,1888,251,332.0,20,13,False
3812,1889,233,371.0,12,13,False
3813,1889,248,339.0,23,24,False
3814,1890,233,374.0,14,13,False
3815,1890,498,40.0,18,17,True
3816,1891,257,355.0,17,13,False
3817,1892,259,369.0,17,20,False
3818,1893,221,388.0,52,19,False
3819,1893,529,57.0,17,19,True
3820,1894,216,394.0,64,29,False
3821,1894,535,52.0,24,27,True
3822,1895,214,396.0,58,59,False
3823,1895,546,58.0,26,28,True
3824,1896,217,398.0,38,62,False
3825,1896,558,66.0,26,24,True
3826,1897,212,400.0,21,68,False
3827,1897,570,72.0,23,25,True
3828,1898,168,397.0,55,70,False
3829,1898,581,86.0,26,26,True
3830,1899,157,394.0,62,68,False
3831,1899,591,94.0,29,28,True
3832,1900,152,391.0,65,67,False
3833,1900,605,105.0,25,23,True
3834,1901,174,434.0,20,19,False
3835,1901,618,118.0,26,27,True
3836,1902,631,134.0,26,25,True
3837,1903,642,146.0,27,16,False
3838,1904,162,419.0,41,33,False
3839,1904,656,165.0,27,28,True
3840,1905,149,411.0,58,45,False
3841,1905,667,180.0,30,30,True
3842,1906,158,411.0,54,51,False
3843,1906,679,202.0,30,30,True
3844,1907,170,394.0,51,72,False
3845,1907,698,225.0,20,26,False
3846,1908,185,395.0,42,75,False
3847,1908,708,245.0,28,30,True
3848,1909,212,400.0,26,67,False
3849,1909,721,270.0,25,17,False
3850,1910,214,398.0,36,65,False
3851,1910,737,295.0,28,30,True
3852,1911,235,417.0,22,38,False
3853,1911,765,351.0,32,31,True
3854,1912,235,417.0,37,19,False
3855,1912,782,384.0,24,26,True
3856,1913,263,414.0,14,13,False
3857,1913,795,413.0,33,29,False
3858,1914,812,448.0,32,30,False
3859,1914,257,407.0,19,15,False
3860,1915,830,485.0,31,31,False
3861,1915,255,401.0,21,12,False
3862,1916,847,524.0,31,20,False
3863,1917,852,511.0,32,33,False
3864,1918,856,486.0,31,29,False
3865,1919,859,462.0,29,30,False
3866,1920,860,439.0,27,32,True
3867,1921,862,419.0,31,29,True
3868,1921,229,410.0,42,13,False
3869,1922,222,410.0,44,20,False
3870,1922,863,400.0,33,21,True
3871,1923,221,414.0,41,30,False
3872,1923,867,382.0,32,25,True
3873,1924,218,417.0,38,40,False
3874,1924,870,367.0,31,20,True
3875,1925,214,498.0,22,14,False
3876,1925,214,419.0,37,48,False
3877,1925,875,352.0,30,29,False
3878,1926,210,421.0,29,50,False
3879,1926,873,342.0,26,23,True
3880,1927,194,414.0,28,54,False
3881,1927,868,334.0,25,18,True
3882,1928,182,395.0,38,68,False
3883,1928,865,327.0,13,16,False
3884,1929,176,428.0,30,31,False
3885,1930,186,433.0,15,16,False
3886,1933,191,419.0,27,24,False
3887,1934,186,420.0,34,31,False
3888,1935,187,420.0,36,41,False
3889,1935,238,353.0,12,15,False
3890,1936,194,397.0,47,66,False
3891,1936,239,352.0,32,13,False
3892,1937,206,396.0,40,69,False
3893,1937,241,350.0,32,21,False
3894,1938,253,485.0,8,21,False
3895,1938,222,396.0,41,74,False
3896,1938,244,348.0,33,23,False
3897,1938,802,322.0,29,29,False
3898,1939,232,490.0,34,54,False
3899,1939,232,350.0,52,122,False
3900,1939,793,334.0,30,31,False
3901,1940,243,495.0,29,49,False
3902,1940,253,400.0,28,65,False
3903,1940,256,342.0,32,37,False
3904,1940,789,341.0,32,32,False
3905,1941,255,497.0,17,47,False
3906,1941,258,400.0,40,68,False
3907,1941,785,352.0,31,30,False
3908,1941,260,342.0,31,44,False
3909,1942,264,494.0,16,50,False
3910,1942,300,448.0,13,16,False
3911,1942,263,400.0,37,44,False
3912,1942,781,364.0,31,29,False
3913,1942,265,343.0,35,33,False
3914,1943,272,500.0,17,44,False
3915,1943,269,400.0,56,57,False
3916,1943,777,377.0,29,27,False
3917,1943,260,345.0,44,38,False
3918,1944,279,502.0,21,42,False
3919,1944,774,405.0,23,10,False
3920,1944,257,383.0,78,82,False
3921,1944,277,348.0,33,29,False
3922,1945,285,504.0,22,40,False
3923,1945,317,428.0,27,16,False
3924,1945,769,406.0,30,28,False
3925,1945,280,404.0,18,56,False
3926,1945,283,351.0,34,36,False
3927,1946,240,495.0,22,24,False
3928,1946,328,427.0,22,10,False
3929,1946,766,423.0,29,20,False
3930,1946,275,407.0,28,83,False
3931,1946,289,357.0,34,27,False
3932,1947,239,471.0,65,57,False
3933,1947,762,440.0,31,30,False
3934,1947,291,410.0,17,48,False
3935,1947,291,359.0,38,29,False
3936,1948,212,471.0,107,73,False
3937,1948,756,461.0,32,26,False
3938,1948,275,394.0,14,22,False
3939,1948,297,362.0,24,97,False
3940,1949,755,482.0,28,20,False
3941,1949,209,469.0,109,75,False
3942,1949,303,407.0,16,54,False
3943,1949,306,362.0,17,27,False
3944,1950,751,504.0,31,26,False
3945,1950,220,449.0,102,95,False
3946,1950,339,424.0,23,15,False
3947,1950,307,406.0,17,56,False
3948,1950,313,356.0,35,18,False
3949,1951,748,514.0,31,30,False
3950,1951,233,478.0,94,66,False
3951,1951,310,405.0,54,57,False
3952,1951,318,351.0,33,21,False
3953,1952,747,515.0,31,29,False
3954,1952,246,477.0,88,67,False
3955,1952,313,402.0,49,56,False
3956,1952,322,349.0,33,34,False
3957,1953,746,498.0,32,30,False
3958,1953,259,476.0,77,68,False
3959,1953,317,400.0,41,63,False
3960,1953,329,344.0,28,23,False
3961,1954,273,500.0,50,44,False
3962,1954,747,484.0,30,20,False
3963,1954,310,394.0,46,99,False
3964,1954,349,343.0,11,20,False
3965,1955,288,518.0,35,26,False
3966,1955,747,470.0,30,28,False
3967,1955,323,430.0,42,84,False
3968,1955,313,395.0,38,23,False
3969,1955,354,341.0,11,21,False
3970,1956,309,498.0,49,46,False
3971,1956,746,457.0,31,27,False
3972,1956,321,443.0,35,38,False
3973,1956,353,425.0,15,17,False
3974,1956,320,392.0,35,18,False
3975,1956,342,343.0,26,19,False
3976,1957,332,493.0,34,51,False
3977,1957,334,461.0,29,24,False
3978,1957,747,446.0,29,27,False
3979,1957,315,443.0,19,19,False
3980,1957,328,395.0,51,48,False
3981,1957,345,347.0,18,16,False
3982,1958,346,493.0,25,51,False
3983,1958,348,460.0,22,16,False
3984,1958,313,439.0,19,17,False
3985,1958,750,436.0,27,26,False
3986,1958,336,347.0,52,95,False
3987,1959,359,493.0,21,51,False
3988,1959,356,448.0,22,34,False
3989,1959,750,428.0,20,14,False
3990,1959,338,342.0,57,101,False
3991,1960,368,500.0,24,44,False
3992,1960,359,451.0,23,29,False
3993,1960,321,429.0,21,17,False
3994,1960,753,420.0,20,13,False
3995,1960,370,413.0,16,20,False
3996,1960,344,391.0,14,12,False
3997,1960,362,353.0,28,30,False
3998,1961,368,474.0,40,70,False
3999,1961,322,423.0,29,30,False
4000,1961,754,417.0,21,13,False
4001,1961,352,354.0,41,80,False
4002,1962,337,475.0,78,69,False
4003,1962,379,418.0,16,18,False
4004,1962,325,393.0,45,65,False
4005,1962,369,353.0,29,28,False
4006,1963,345,477.0,62,44,False
4007,1963,387,418.0,15,17,False
4008,1963,335,394.0,42,71,False
4009,1963,375,354.0,29,27,False
4010,1964,407,532.0,13,12,False
4011,1964,322,481.0,91,63,False
4012,1964,391,417.0,21,37,False
4013,1964,347,396.0,44,67,False
4014,1964,382,353.0,19,29,False
4015,1965,320,482.0,101,62,False
4016,1965,401,464.0,15,18,False
4017,1965,368,397.0,48,66,False
4018,1965,389,351.0,27,31,False
4019,1966,330,396.0,94,148,False
4020,1966,391,354.0,29,27,False
4021,1967,343,398.0,88,146,False
4022,1967,398,354.0,27,28,False
4023,1968,760,413.0,22,15,False
4024,1968,367,394.0,76,150,False
4025,1968,408,340.0,28,37,False
4026,1969,381,505.0,37,39,False
4027,1969,764,419.0,24,18,False
4028,1969,404,393.0,54,86,False
4029,1969,414,350.0,27,25,False
4030,1970,396,512.0,24,32,False
4031,1970,765,425.0,25,21,False
4032,1970,408,391.0,61,61,False
4033,1970,422,349.0,26,24,False
4034,1971,448,474.0,8,30,False
4035,1971,764,433.0,28,28,False
4036,1971,417,390.0,64,57,False
4037,1971,428,344.0,25,30,False
4038,1972,435,472.0,29,72,False
4039,1972,767,443.0,28,22,False
4040,1972,419,391.0,70,51,False
4041,1972,433,344.0,27,15,False
4042,1973,449,473.0,24,71,False
4043,1973,768,454.0,31,24,False
4044,1973,426,391.0,72,48,False
4045,1973,435,341.0,30,19,False
4046,1974,458,473.0,20,71,False
4047,1974,769,466.0,31,25,False
4048,1974,432,388.0,76,48,False
4049,1974,441,343.0,29,22,False
4050,1975,772,480.0,31,24,False
4051,1975,463,474.0,34,70,False
4052,1975,434,388.0,81,45,False
4053,1975,449,347.0,27,26,False
4054,1976,775,495.0,31,28,False
4055,1976,468,477.0,62,67,False
4056,1976,438,351.0,85,81,False
4057,1977,782,511.0,27,33,False
4058,1977,449,497.0,12,13,False
4059,1977,467,479.0,73,65,False
4060,1977,511,417.0,19,14,False
4061,1977,445,381.0,47,56,False
4062,1977,463,342.0,31,35,False
4063,1978,783,516.0,29,28,False
4064,1978,451,497.0,15,14,False
4065,1978,462,475.0,60,69,False
4066,1978,450,397.0,47,67,False
4067,1978,467,346.0,24,33,False
4068,1979,784,518.0,28,26,False
4069,1979,452,476.0,72,68,False
4070,1979,484,398.0,19,33,False
4071,1979,454,394.0,15,74,False
4072,1979,472,351.0,31,28,False
4073,1980,428,534.0,16,10,False
4074,1980,783,504.0,28,26,False
4075,1980,460,476.0,68,68,False
4076,1980,459,430.0,11,37,False
4077,1980,537,424.0,14,13,False
4078,1980,466,399.0,45,42,False
4079,1980,481,349.0,28,29,False
4080,1981,782,494.0,28,23,False
4081,1981,429,475.0,99,69,False
4082,1981,466,431.0,12,38,False
4083,1981,536,427.0,19,16,False
4084,1981,475,387.0,46,54,False
4085,1981,484,349.0,29,29,False
4086,1982,782,484.0,27,29,False
4087,1982,439,475.0,93,69,False
4088,1982,472,435.0,13,34,False
4089,1982,538,432.0,19,17,False
4090,1982,482,399.0,46,41,False
4091,1982,495,349.0,24,29,False
4092,1983,782,476.0,26,19,False
4093,1983,452,459.0,80,85,False
4094,1983,481,450.0,11,22,False
4095,1983,539,436.0,17,20,False
4096,1983,489,397.0,39,35,False
4097,1983,502,347.0,22,29,False
4098,1984,465,475.0,72,69,False
4099,1984,784,472.0,22,15,False
4100,1984,536,439.0,17,22,False
4101,1984,495,395.0,35,40,False
4102,1984,506,353.0,22,24,False
4103,1985,477,439.0,69,105,False
4104,1985,500,394.0,32,23,False
4105,1985,512,349.0,18,25,False
4106,1986,492,453.0,61,91,False
4107,1986,520,392.0,18,15,False
4108,1986,517,340.0,25,33,False
4109,1987,508,526.0,23,18,False
4110,1987,528,450.0,33,72,False
4111,1987,521,388.0,23,28,False
4112,1987,522,348.0,22,24,False
4113,1988,533,466.0,36,78,False
4114,1988,517,349.0,37,84,False
4115,1989,537,475.0,35,69,False
4116,1989,523,388.0,31,19,False
4117,1989,534,348.0,15,23,False
4118,1990,536,485.0,45,59,False
4119,1990,535,423.0,45,50,False
4120,1990,528,388.0,28,19,False
4121,1990,537,347.0,28,24,False
4122,1991,578,519.0,18,25,False
4123,1991,538,476.0,23,40,False
4124,1991,535,387.0,57,76,False
4125,1991,543,337.0,29,36,False
4126,1992,578,493.0,31,51,False
4127,1992,538,477.0,27,47,False
4128,1992,532,383.0,69,73,False
4129,1992,550,348.0,27,26,False
4130,1993,604,521.0,17,23,False
4131,1993,582,494.0,22,25,False
4132,1993,540,477.0,31,45,False
4133,1993,786,465.0,19,17,False
4134,1993,540,383.0,65,75,False
4135,1993,556,348.0,27,27,False
4136,1994,611,523.0,13,21,False
4137,1994,592,480.0,20,36,False
4138,1994,543,476.0,37,47,False
4139,1994,785,472.0,28,16,False
4140,1994,549,389.0,72,75,False
4141,1994,562,352.0,28,25,False
4142,1995,600,496.0,29,48,False
4143,1995,786,479.0,28,17,False
4144,1995,528,394.0,101,150,False
4145,1995,570,352.0,20,26,False
4146,1996,605,491.0,22,53,False
4147,1996,786,487.0,30,30,False
4148,1996,524,351.0,111,193,False
4149,1997,788,510.0,33,34,False
4150,1997,542,392.0,87,152,False
4151,1997,590,349.0,21,24,False
4152,1998,554,479.0,57,65,False
4153,1998,584,349.0,48,125,False
4154,1999,564,479.0,53,65,False
4155,1999,590,379.0,45,94,False
4156,1999,599,346.0,24,13,False
4157,2000,575,524.0,11,20,False
4158,2000,792,512.0,29,32,False
4159,2000,588,497.0,33,27,False
4160,2000,596,347.0,50,126,False
4161,2001,791,504.0,30,23,False
4162,2001,589,497.0,34,47,False
4163,2001,598,345.0,57,112,False
4164,2002,603,507.0,21,37,False
4165,2002,795,497.0,25,21,False
4166,2002,604,344.0,52,111,False
4167,2003,801,491.0,12,16,False
4168,2003,651,470.0,11,27,False
4169,2003,609,381.0,61,73,False
4170,2003,620,340.0,18,17,False
4171,2004,637,467.0,33,77,False
4172,2004,616,370.0,60,65,False
4173,2005,648,467.0,26,77,False
4174,2005,621,341.0,61,98,False
4175,2006,656,481.0,24,63,False
4176,2006,627,337.0,60,112,False
4177,2007,670,485.0,25,59,False
4178,2007,635,337.0,42,111,False
4179,2008,675,487.0,55,57,False
4180,2008,639,337.0,38,111,False
4181,2009,686,498.0,36,46,False
4182,2009,650,477.0,26,31,False
4183,2009,644,342.0,39,102,False
4184,2010,693,499.0,54,45,False
4185,2010,651,470.0,29,42,False
4186,2010,679,426.0,9,31,False
4187,2010,651,346.0,36,67,False
4188,2011,699,498.0,36,46,False
4189,2011,800,493.0,28,23,False
4190,2011,644,473.0,47,51,False
4191,2011,658,348.0,50,69,False
4192,2012,707,499.0,33,45,False
4193,2012,800,497.0,28,27,False
4194,2012,646,475.0,56,55,False
4195,2012,663,351.0,53,94,False
4196,2013,800,505.0,30,25,False
4197,2013,646,476.0,94,59,False
4198,2013,667,355.0,57,68,False
4199,2014,625,532.0,18,12,False
4200,2014,803,513.0,29,31,False
4201,2014,666,500.0,27,24,False
4202,2014,708,449.0,20,31,False
4203,2014,674,357.0,60,78,False
4204,2015,628,531.0,16,13,False
4205,2015,809,520.0,23,24,False
4206,2015,680,361.0,64,115,False
4207,2016,809,521.0,24,23,False
4208,2016,684,365.0,68,121,False
4209,2017,806,513.0,26,31,False
4210,2017,692,369.0,71,119,False
4211,2018,808,509.0,23,14,False
4212,2018,659,504.0,32,20,False
4213,2018,697,373.0,82,116,False
4214,2019,655,495.0,40,32,False
4215,2019,738,430.0,56,60,False
4216,2019,701,378.0,71,58,False
4217,2020,648,490.0,46,42,False
4218,2020,748,436.0,59,51,False
4219,2020,708,405.0,23,30,False
4220,2020,755,383.0,16,18,False
4221,2021,642,486.0,48,47,False
4222,2021,716,406.0,20,15,False
4223,2021,754,389.0,22,29,False
4224,2022,637,491.0,40,39,False
4225,2022,804,477.0,20,10,False
4226,2022,721,407.0,18,16,False
4227,2023,623,493.0,52,37,False
4228,2023,782,462.0,36,37,False
4229,2024,619,491.0,53,45,False
4230,2024,782,471.0,52,55,False
4231,2025,616,489.0,55,47,False
4232,2025,779,477.0,53,67,False
4233,2026,612,498.0,33,24,False
4234,2026,758,456.0,55,76,False
4235,2027,610,497.0,34,22,False
4236,2027,761,486.0,49,41,False
4237,2028,783,497.0,21,23,False
4238,2030,764,485.0,27,16,False
4239,2031,764,478.0,21,18,False
4240,2032,760,471.0,24,18,False
4241,2032,768,396.0,20,12,False
4242,2033,616,498.0,29,11,False
4243,2033,760,465.0,24,17,False
4244,2033,715,405.0,23,13,False
4245,2033,765,393.0,14,14,False
4246,2034,619,491.0,50,21,False
4247,2034,741,457.0,47,19,False
4248,2034,727,447.0,14,10,False
4249,2034,711,405.0,24,18,False
4250,2034,760,385.0,29,24,False
4251,2035,620,494.0,43,22,False
4252,2035,753,450.0,35,20,False
4253,2035,720,441.0,16,22,False
4254,2035,715,403.0,15,19,False
4255,2035,750,383.0,21,28,False
4256,2036,623,495.0,49,24,False
4257,2036,753,443.0,42,20,False
4258,2036,699,392.0,33,67,False
4259,2036,753,379.0,29,23,False
4260,2037,621,512.0,21,32,False
4261,2037,759,433.0,40,22,False
4262,2037,693,394.0,35,57,False
4263,2037,738,376.0,34,30,False
4264,2038,624,514.0,25,30,False
4265,2038,760,423.0,42,23,False
4266,2038,691,392.0,25,55,False
4267,2038,736,371.0,29,24,False
4268,2039,629,516.0,22,28,False
4269,2039,761,414.0,40,24,False
4270,2039,687,392.0,21,45,False
4271,2039,726,367.0,30,32,False
4272,2040,785,409.0,12,19,False
4273,2040,679,392.0,45,56,False
4274,2040,718,364.0,29,37,False
4275,2041,695,424.0,30,23,False
4276,2041,737,413.0,30,13,False
4277,2041,677,362.0,57,57,False
4278,2042,672,358.0,52,85,False
4279,2043,722,512.0,14,21,False
4280,2043,734,387.0,17,10,False
4281,2043,661,355.0,56,94,False
4282,2044,668,480.0,11,15,False
4283,2044,657,353.0,77,82,False
4284,2045,727,529.0,16,15,False
4285,2045,709,500.0,12,23,False
4286,2045,648,353.0,68,92,False
4287,2046,725,529.0,14,15,False
4288,2046,683,472.0,22,14,False
4289,2046,640,352.0,60,107,False
4290,2047,721,528.0,14,16,False
4291,2047,676,472.0,26,14,False
4292,2047,632,353.0,59,93,False
4293,2048,717,527.0,16,17,False
4294,2048,672,473.0,24,22,False
4295,2048,621,356.0,63,92,False
4296,2049,709,524.0,16,20,False
4297,2049,668,473.0,20,17,False
4298,2049,610,357.0,69,95,False
4299,2050,662,466.0,57,78,False
4300,2050,592,360.0,79,90,False
4301,2051,653,462.0,57,82,False
4302,2051,601,361.0,61,79,False
4303,2052,633,465.0,65,79,False
4304,2052,576,363.0,76,73,False
4305,2053,626,402.0,59,142,False
4306,2053,568,390.0,33,15,False
4307,2053,604,362.0,18,27,False
4308,2054,558,352.0,113,192,False
4309,2055,540,357.0,110,179,False
4310,2056,636,521.0,25,23,False
4311,2056,590,456.0,35,88,False
4312,2056,530,379.0,81,51,False
4313,2056,561,349.0,26,33,False
4314,2057,627,507.0,29,37,False
4315,2057,579,456.0,47,88,False
4316,2057,521,406.0,58,31,False
4317,2057,589,382.0,19,31,False
4318,2057,552,346.0,27,35,False
4319,2058,566,456.0,88,88,False
4320,2058,514,411.0,46,38,False
4321,2058,587,384.0,13,16,False
4322,2058,544,356.0,27,24,False
4323,2059,561,464.0,85,80,False
4324,2059,504,430.0,39,35,False
4325,2059,581,385.0,16,17,False
4326,2059,537,358.0,28,42,False
4327,2060,551,466.0,93,78,False
4328,2060,498,432.0,40,55,False
4329,2060,546,413.0,19,19,False
4330,2060,573,386.0,18,34,False
4331,2060,531,357.0,29,24,False
4332,2061,489,479.0,30,30,False
4333,2061,544,468.0,91,76,False
4334,2061,521,446.0,12,19,False
4335,2061,532,390.0,52,48,False
4336,2061,525,359.0,28,39,False
4337,2062,483,504.0,29,31,False
4338,2062,521,394.0,103,150,False
4339,2062,520,354.0,25,34,False
4340,2063,477,521.0,28,23,False
4341,2063,536,481.0,75,63,False
4342,2063,513,354.0,50,125,False
4343,2064,472,522.0,28,22,False
4344,2064,544,493.0,42,35,False
4345,2064,506,353.0,51,124,False
4346,2065,469,504.0,28,30,False
4347,2065,545,501.0,36,43,False
4348,2065,499,352.0,46,122,False
4349,2066,517,501.0,16,14,False
4350,2066,465,488.0,29,29,False
4351,2066,490,350.0,47,119,False
4352,2067,509,499.0,51,45,False
4353,2067,465,434.0,45,69,False
4354,2067,479,346.0,50,83,False
4355,2068,499,487.0,66,57,False
4356,2068,460,434.0,43,56,False
4357,2068,471,344.0,52,81,False
4358,2069,538,526.0,22,18,False
4359,2069,492,466.0,36,78,False
4360,2069,458,434.0,37,50,False
4361,2069,465,343.0,51,79,False
4362,2070,482,465.0,76,79,False
4363,2070,455,432.0,32,32,False
4364,2070,470,344.0,40,64,False
4365,2071,472,467.0,82,77,False
4366,2071,451,428.0,28,25,False
4367,2071,468,345.0,37,74,False
4368,2072,464,469.0,86,75,False
4369,2072,447,423.0,25,29,False
